book,chapter_num,chapter_title,pov,word_count,word_percentage,
Dawnshard,6,Chapter 6,Nikliasorm,883.00,1.60%,
Dawnshard,7,Chapter 7,Lopen,"2,491.00",4.52%,
Dawnshard,8,Chapter 8,Rysn Ftori,"2,037.00",3.70%,
Dawnshard,9,Chapter 9,Rysn Ftori,"5,465.00",9.92%,
Dawnshard,10,Chapter 10,Rysn Ftori,"2,782.00",5.05%,
Dawnshard,11,Chapter 11,Lopen,"2,507.00",4.55%,
Dawnshard,12,Chapter 12,Rysn Ftori,"1,528.00",2.77%,
Dawnshard,13,Chapter 13,Lopen,"1,880.00",3.41%,
Dawnshard,14,Chapter 14,Rysn Ftori,"1,035.00",1.88%,
Dawnshard,15,Chapter 15,Lopen,"2,558.00",4.64%,
Dawnshard,15,Chapter 15,Rysn Ftori,985.00,1.79%,
Dawnshard,16,Chapter 16,Rysn Ftori,"2,181.00",3.96%,
Dawnshard,17,Chapter 17,Lopen,536.00,0.97%,
Dawnshard,17,Chapter 17,Rysn Ftori,392.00,0.71%,
Dawnshard,18,Chapter 18,Lopen,860.00,1.56%,
Dawnshard,18,Chapter 18,Rysn Ftori,"1,313.00",2.38%,
Dawnshard,18,Chapter 18,Lopen,334.00,0.61%,
Dawnshard,18,Chapter 18,Rysn Ftori,811.00,1.47%,
Dawnshard,19,Chapter 19,Lopen,255.00,0.46%,
Dawnshard,19,Chapter 19,Rysn Ftori,"3,549.00",6.44%,
Dawnshard,20,Epilogue,Lopen,"1,326.00",2.41%,
Dawnshard,20,Epilogue,Rysn Ftori,"1,092.00",1.98%,
